study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
covid,NCT04346329,https://clinicaltrials.gov/show/NCT04346329,Immune Monitoring of Prophylactic Effect of Hydroxychloroquine in Healthcare Providers Highly Exposed to SARS-Cov-2,Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,Yes,No,No,No,2020-04-20,86,COVID,FALSE,FALSE,2020-04-10,Phase 3,Immune Monitoring of Prophylactic Effect of Hydroxychloroquine in Healthcare Providers Highly Exposed to COVID-19,Colombia,Universidad Nacional de Colombia
covid,NCT04347239,https://clinicaltrials.gov/show/NCT04347239,"A Phase 2b/3, Randomized, Double Blind, Placebo Controlled, Adaptive Design Study to Evaluate the Efficacy and Safety of Leronlimab for Patients With Severe or Critical Coronavirus Disease 2019 (COVID-19)",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-04-15,390,Coronavirus Disease 2019,TRUE,FALSE,2020-04-13,Phase 2,Study to Evaluate the Efficacy and Safety of Leronlimab for Patients With Severe or Critical Coronavirus Disease 2019 (COVID-19),United States,"CytoDyn, Inc."
covid,NCT04350580,https://clinicaltrials.gov/show/NCT04350580,Value of Early Treatment With Polyvalent Immunoglobulin in the Management of Acute Respiratory Distress Syndrome Associated With SARS-CoV-2 Infections,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2020-04-11,138,Acute Respiratory Distress Syndrome;COVID-19,FALSE,FALSE,2020-04-08,Phase 3,Polyvalent Immunoglobulin in COVID-19 Related ARds,France,Centre Hospitalier St Anne
covid,NCT04361214,https://clinicaltrials.gov/show/NCT04361214,Leflunomide for the Treatment of Ambulatory Patients With Mild COVID-19,Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 1,No,Yes,No,No,No,No,2020-05-05,20,COVID-19,FALSE,FALSE,2020-04-22,Phase 1,Leflunomide in Mild COVID-19 Patients,United States,University of Chicago
covid,NCT04362189,https://clinicaltrials.gov/show/NCT04362189,"A Randomized, Placebo-Controlled, Double-Blind, Efficacy and Safety Study of Allogeneic HB-adMSCs for the Treatment of COVID-19",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-06-30,100,COVID-19,FALSE,FALSE,2020-04-21,Phase 2,Efficacy and Safety Study of Allogeneic HB-adMSCs for the Treatment of COVID-19,United States,Hope Biosciences
covid,NCT04365309,https://clinicaltrials.gov/show/NCT04365309,Protective Effect of Aspirin on COVID-19 Patients,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2020-02-10,128,Novel Coronavirus Pneumonia;Aspirin;Treatment,FALSE,FALSE,2020-04-24,Phase 2/Phase 3,Protective Effect of Aspirin on COVID-19 Patients,China,Xijing Hospital
covid,NCT04366063,https://clinicaltrials.gov/show/NCT04366063,Mesenchymal Stem Cell Therapy for Acute Respiratory Distress Syndrome in Coronavirus Infection: A Phase 2-3 Clinical Trial,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2020-04-05,60,Covid-19,FALSE,FALSE,2020-04-20,Phase 2/Phase 3,Mesenchymal Stem Cell Therapy for SARS-CoV-2-related Acute Respiratory Distress Syndrome,"Iran, Islamic Republic of",Royan Institute
covid,NCT04366908,https://clinicaltrials.gov/show/NCT04366908,Prevention and Treatment With Calcifediol of COVID-19 Coronavirus-induced Acute Respiratory Syndrome (SARS),Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 2,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,2020-04-28,1008,SARS-CoV 2;COVID19;SARS (Severe Acute Respiratory Syndrome);Cytokine Release Syndrome;Cytokine Storm,FALSE,FALSE,2020-04-25,Phase 2,Prevention and Treatment With Calcifediol of COVID-19 Induced Acute Respiratory Syndrome,NA,Maimónides Biomedical Research Institute of Córdoba
covid,NCT04390178,https://clinicaltrials.gov/show/NCT04390178,Plasma From Individuals Who Have Recovered From Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection as Treatment for Acute COVID-19 Disease,Treatment,NA,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,No,Not applicable,No,Yes,CT.gov,Phase 2,No,No,No,No,Yes,No,2020-04-10,10,COVID-19,FALSE,FALSE,2020-04-10,Phase 1/Phase 2,Convalescent Plasma as Treatment for Acute Coronavirus Disease (COVID-19),Sweden,Joakim Dillner
covid,NCT04394377,https://clinicaltrials.gov/show/NCT04394377,Randomized Clinical Trial to Evaluate a Routine Full Anticoagulation Strategy in Patients With Coronavirus (COVID-19) - COALIZAO ACTION Trial,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Outcomes Assessor).,Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,No,Yes,No,No,No,2020-06-21,600,Coronavirus Infection,FALSE,FALSE,2020-05-08,Phase 4,Full Anticoagulation Versus Prophylaxis in COVID-19: COALIZAO ACTION Trial,Brazil,Brazilian Clinical Research Institute
covid,NCT04412018,https://clinicaltrials.gov/show/NCT04412018,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19 (VASCEPA-COVID-19),Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-06-04,100,COVID-19;Inflammatory Response,FALSE,FALSE,2020-05-29,Phase 2,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19,Canada,Canadian Medical and Surgical Knowledge Translation Research Group
covid,NCT04419623,https://clinicaltrials.gov/show/NCT04419623,"A Phase 1/2, Double-Blind, Randomized, Placebo-Controlled Study of TL-895 With Standard Available Treatment Versus Standard Available Treatment for the Treatment of COVID-19 in Patients With Cancer",Treatment,NA,"Allocation: Randomized. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",No,No,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-07-09,146,COVID-19;Sars-CoV2;Cancer;Solid Tumor;Carcinoma;Blood Cancer,TRUE,FALSE,2020-06-03,Phase 1/Phase 2,A Study of TL-895 With Standard Available Treatment Versus Standard Available Treatment for the Treatment of COVID-19 in Patients With Cancer,United States,"Telios Pharma, Inc."
covid,NCT04423861,https://clinicaltrials.gov/show/NCT04423861,"A Phase III, Multicentre, Parallel, Randomized, Double-blind Clinical Trial to Assess the Efficacy and Safety of Nitazoxanide 600 mg Compared to Placebo in the Treatment of Hospitalized Patients With COVID-19 in Non-critical Condition",Treatment,Yes,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,2020-12-01,380,covid19,FALSE,TRUE,2020-06-08,Phase 3,Efficacy and Safety of Nitazoxanide 600 mg BID Versus Placebo for the Treatment of Hospitalized Patients With COVID-19,NA,Azidus Brasil
covid,NCT04436458,https://clinicaltrials.gov/show/NCT04436458,"Phase 2, Multicentre, Randomized, Double Blind, 2 Arms Placebo-controlled Study in Adults With Moderate COVID-19 With Gastrointestinal Signs and Symptoms",Treatment,Yes,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,2020-12-01,100,COVID,FALSE,TRUE,2020-06-16,Phase 2,Niclosamide In Moderate COVID-19,NA,"First Wave Bio, Inc."
covid,NCT04442048,https://clinicaltrials.gov/show/NCT04442048,"COV-IMMUNO: A Randomized, Phase III Trial of Immunization With IMM-101 Versus Observation for the Prevention of Severe Respiratory and COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,2020-06-25,1500,Cancer;Covid-19,FALSE,FALSE,2020-06-19,Phase 3,Immunization With IMM-101 vs Observation for Prevention of Respiratory and Severe COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure,Canada,Canadian Cancer Trials Group
covid,NCT04446377,https://clinicaltrials.gov/show/NCT04446377,"A Phase II Randomized, Double-Blind, Placebo-Controlled Study of LAM-002A for the Prevention of Progression of COVID-19",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-07-15,142,COVID-19 Disease,FALSE,FALSE,2020-06-23,Phase 2,A Study of LAM-002A for the Prevention of Progression of COVID-19,United States,"AI Therapeutics, Inc."
covid,NCT04447235,https://clinicaltrials.gov/show/NCT04447235,"Randomized, Doubled-blind Phase II Trial Evaluating the Use of Ivermectin Plus Losartan for Prophylaxis of Severe Events in Cancer Patients With Recent Diagnosis of COVID-19",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,No,Yes,No,No,No,2020-07-23,176,Cancer;COVID;Coronavirus Infection,FALSE,FALSE,2020-06-22,Phase 2,Early Treatment With Ivermectin and LosarTAN for Cancer Patients With COVID-19 Infection,Brazil,Instituto do Cancer do Estado de São Paulo
covid,NCT04452669,https://clinicaltrials.gov/show/NCT04452669,"Double-blind, Placebo Controlled Study to Assess the Efficacy and Safety of VentaProst (Inhaled Epoprostenol Delivered Via Dedicated Delivery System) in Subjects With COVID-19 Requiring Mechanical Ventilation",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-08-15,20,COVID-19,FALSE,FALSE,2020-06-29,Phase 2,VentaProst in Subjects With COVID-19 Requiring Mechanical Ventilation,United States,Aerogen Pharma Limited
covid,NCT04454307,https://clinicaltrials.gov/show/NCT04454307,Safety and Efficacy of Tramadol Adjuvant Therapy to Standard Care for COVID-19 Egyptian Patients: A Randomized Double Blind Controlled Clinical Trial,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,Unreported,Unreported,Unreported,Unreported,Unreported,Unreported,2020-07-01,100,COVID-19,FALSE,TRUE,2020-06-29,Phase 1/Phase 2,Safety and Efficacy of Tramadol in COVID-19 Egyptian Patients,NA,Tanta University
covid,NCT04455815,https://clinicaltrials.gov/show/NCT04455815,"A Randomised Phase II/III Trial in a Community Setting, Assessing Use of Camostat in Reducing the Clinical Progression of COVID-19 by Blocking SARS-CoV-2 Spike Protein-initiated Membrane Fusion",Treatment,NA,Allocation: Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,2020-09-25,389,COVID-19 Infection,FALSE,FALSE,2020-06-25,Phase 2/Phase 3,A Trial Looking at the Use of Camostat to Reduce Progression of Symptoms of Coronavirus (COVID-19) in People Who Have Tested Positive But Are Able to Stay at Home,United Kingdom,Cancer Research UK
covid,NCT04460651,https://clinicaltrials.gov/show/NCT04460651,PREPARE-IT. Prevention of COVID19 With EPA in Healthcare Providers at Risk - Intervention Trial,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,Yes,No,No,No,2020-08-14,2000,COVID19,FALSE,FALSE,2020-07-02,Phase 3,PREPARE-IT. Prevention of COVID19 With EPA in Healthcare Providers at Risk - Intervention Trial,Argentina,Estudios Clínicos Latino América
covid,NCT04466280,https://clinicaltrials.gov/show/NCT04466280,"Efficacy and Safety of Mucoadhesive Sustained Release, Mucodentol, in Comparison With Hydroxychloroquine to Prevent COVID-19 Disease in Healthcare Providers at Baqiyatallah Hospital in Tehran",Prevention,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Double (Investigator, Outcomes Assessor).",Yes,Yes,Yes,Yes,CT.gov,Undefined,No,No,No,Yes,No,No,2020-07-15,180,COVID-19,FALSE,FALSE,2020-07-09,N/A,"Efficacy and Safety of Mucoadhesive Sustained Release, Mucodentol, in Comparison With Hydroxychloroquine to Prevent COVID-19","Iran, Islamic Republic of",Baqiyatallah Medical Sciences University
covid,NCT04466540,https://clinicaltrials.gov/show/NCT04466540,"Pragmatic, Double-blind, Placebo-controlled Randomized Clinical Trial, Evaluating Hydroxychloroquine for Prevention of Hospitalization and Respiratory Complications in Non-hospitalized Patients With Confirmed or Probable COVID-19",Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 4,No,No,Yes,No,No,No,2020-05-12,1300,COVID-19,FALSE,FALSE,2020-07-03,Phase 4,Randomized Placebo-controlled Trial of Hydroxychloroquine in Outpatient Cases With Coronavirus Disease 2019 (COVID-19),Brazil,Hospital Alemão Oswaldo Cruz
covid,NCT04468009,https://clinicaltrials.gov/show/NCT04468009,Treatment of Critically Ill Patients With Covid-19 With Convalescent Plasma,Treatment,NA,Allocation: Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 2,No,No,Yes,No,No,No,2020-06-25,36,SARS-Associated Coronavirus;Covid19;SARS-CoV Infection,FALSE,FALSE,2020-07-09,Phase 2,Treatment of Critically Ill Patients With Covid-19 With Convalescent Plasma,Argentina,Hospital de Infecciosas Francisco Javier Muniz
covid,NCT04470531,https://clinicaltrials.gov/show/NCT04470531,Role of Co-trimoxazole in Severe COVID-19 Patients,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,2020-07-12,94,Covid19;Severe COVID-19 Patients,FALSE,FALSE,2020-07-11,Phase 2,Role of Co-trimoxazole in Severe COVID-19 Patients,Bangladesh,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh"
covid,NCT04483830,https://clinicaltrials.gov/show/NCT04483830,Sulodexide in the Treatment of Early Stages of COVID-19,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Participant).,Yes,Yes,Yes,No,CT.gov,Phase 3,No,No,Yes,No,No,No,2020-06-05,243,Covid19,FALSE,FALSE,2020-07-22,Phase 2/Phase 3,Suloexide in the Treatment of Early Stages of COVID-19,Mexico,Clinedem
covid,NCT04487886,https://clinicaltrials.gov/show/NCT04487886,Duvelisib Ameliorates Manifestations of Pneumonia in Established Novel Coronavirus Infection,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",Yes,Yes,Yes,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-08-01,80,COVID-19,FALSE,TRUE,2020-07-23,Phase 2,Duvelisib Ameliorates Manifestations of Pneumonia in Established Novel Coronavirus Infection (COVID-19),United States,Emory University
covid,NCT04491994,https://clinicaltrials.gov/show/NCT04491994,Clearing the Fog: Is HCQ Effective in Reducing COVID-19 progression-a Randomized Controlled Trial,Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,2020-04-10,540,Covid19;Progression,FALSE,FALSE,2020-07-28,Phase 3,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Pakistan,UNICEF
covid,NCT04494399,https://clinicaltrials.gov/show/NCT04494399,"An Open-label Randomised Controlled Trial on IFN Beta-1b and Ribavirin Combination, as Treatment for Covid-19 Infection",Treatment,NA,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,Yes,Yes,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,2020-07-29,96,Covid19,FALSE,FALSE,2020-07-28,Phase 2,IFN Beta-1b and Ribavirin for Covid-19,Hong Kong,The University of Hong Kong
covid,NCT04494724,https://clinicaltrials.gov/show/NCT04494724,A Phase 2 Trial to Evaluate the Safety and Tolerability of Clazakizumab® [Anti-Interleukin (IL)-6 Monoclonal] Compared to Placebo for the Treatment of COVID-19 Infection,Treatment,NA,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",Yes,Yes,Yes,No,CT.gov,Phase 2,No,Yes,No,No,No,No,2020-07-13,60,COVID-19 Infection,FALSE,FALSE,2020-07-21,Phase 2,Clazakizumab vs. Placebo - COVID-19 Infection,United States,The Methodist Hospital System
